api,member,rank,url,domain,
Hadoop,AbstractDelegationTokenSecretManager,2,https://issues.apache.org/jira/browse/HADOOP-11722,issues.apache.org,
Hadoop,AbstractDelegationTokenSecretManager,3,https://stackoverflow.com/questions/36814629/dse-cassandra-start-up-error-org-apache-hadoop-security-token-delegation-abstr,stackoverflow.com,
Hadoop,AbstractDelegationTokenSecretManager,4,https://issues.apache.org/jira/browse/HADOOP-10523,issues.apache.org,
Hadoop,AbstractDelegationTokenSecretManager,5,https://community.hortonworks.com/questions/140951/history-server-intermitent-shutdown.html,community.hortonworks.com,
Hadoop,AbstractDelegationTokenSecretManager,6,https://github.com/hortonworks/hive-release/issues/2,github.com,
Hadoop,AbstractDelegationTokenSecretManager,7,https://www.digitalocean.com/community/tutorials/how-to-install-hadoop-in-stand-alone-mode-on-ubuntu-16-04,digitalocean.com,
Hadoop,AbstractDelegationTokenSecretManager,8,http://community.cloudera.com/t5/Cloudera-Manager-Installation/Solr-health-check-is-ok-but-logs-show-errors/td-p/40023,community.cloudera.com,
Hadoop,AbstractDelegationTokenSecretManager,9,https://community.mapr.com/thread/10223,community.mapr.com,
Hadoop,AbstractDelegationTokenSecretManager,10,http://mail-archives.apache.org/mod_mbox/hadoop-user/201504.mbox/%3CCANxkp_o90pKCWoW-X+caFqMz_LXKFqTZw7=Lh3QJqfQ_Ocd=Zw@mail.gmail.com%3E,mail-archives.apache.org,
Hadoop,AbstractDNSToSwitchMapping,1,https://hadoop.apache.org/docs/r0.23.11/api/org/apache/hadoop/net/ScriptBasedMapping.html,hadoop.apache.org,
Hadoop,AbstractDNSToSwitchMapping,2,https://fossies.org/linux/misc/hadoop-2.9.0.tar.gz/,fossies.org,
Hadoop,AbstractDNSToSwitchMapping,3,https://hadoop.apache.org/docs/r2.7.1/api/index-all.html,hadoop.apache.org,
Hadoop,AbstractDNSToSwitchMapping,4,https://fossies.org/linux/misc/hadoop-3.0.0.tar.gz/,fossies.org,
Hadoop,AbstractDNSToSwitchMapping,5,https://hadoop.apache.org/docs/r2.8.2/api/org/apache/hadoop/conf/Configurable.html,hadoop.apache.org,
Hadoop,AbstractDNSToSwitchMapping,6,http://www.java2s.com/Code/Jar/h/Downloadhadoopcommon0231jar.htm,java2s.com,
Hadoop,AbstractDNSToSwitchMapping,7,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/net/DNSToSwitchMapping.html,hadoop.apache.org,
Hadoop,AbstractDNSToSwitchMapping,8,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,AbstractDNSToSwitchMapping,9,https://issues.apache.org/jira/browse/HDFS-4521,issues.apache.org,
Hadoop,AbstractDNSToSwitchMapping,10,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,AbstractEvent,1,https://hadoop.apache.org/docs/r2.7.1/api/index-all.html,hadoop.apache.org,
Hadoop,AbstractEvent,2,https://conferences.oreilly.com/strata/stratany2013/public/schedule/detail/30915,conferences.oreilly.com,
Hadoop,AbstractEvent,3,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AbstractEvent,4,https://fossies.org/linux/misc/hadoop-3.0.0.tar.gz/,fossies.org,
Hadoop,AbstractEvent,5,https://hadoop.apache.org/docs/r2.7.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,AbstractEvent,6,http://grepcode.com/file/repo1.maven.org/maven2/org.apache.hadoop/hadoop-yarn-applications-distributedshell/2.0.0-alpha/org/apache/hadoop/yarn/applications/distributedshell/,grepcode.com,
Hadoop,AbstractEvent,7,https://hadoop.apache.org/docs/r2.6.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,AbstractEvent,8,http://blog.csdn.net/lfdanding/article/details/51784051,blog.csdn.net,
Hadoop,AbstractEvent,9,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,AbstractEvent,10,http://johnjianfang.blogspot.com/2014/08/event-dispatcher-in-hadoop-2.html,johnjianfang.blogspot.com,
Hadoop,AbstractFileSystem,1,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/fs/AbstractFileSystem.html,hadoop.apache.org,
Hadoop,AbstractFileSystem,2,https://stackoverflow.com/questions/22004887/hadoop-2-2-0-no-abstractfilesystem-for-scheme-s3n,stackoverflow.com,
Hadoop,AbstractFileSystem,3,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/fs/AbstractFileSystem.html,hadoop.apache.org,
Hadoop,AbstractFileSystem,4,https://issues.apache.org/jira/browse/HADOOP-10643,issues.apache.org,
Hadoop,AbstractFileSystem,5,https://stackoverflow.com/questions/34314904/replace-hdfs-form-local-disk-to-s3-getting-error-org-apache-hadoop-service-abst,stackoverflow.com,
Hadoop,AbstractFileSystem,6,https://www.alluxio.org/docs/master/en/Running-Hadoop-MapReduce-on-Alluxio.html,alluxio.org,
Hadoop,AbstractFileSystem,7,http://events.linuxfoundation.org/sites/events/files/slides/ApacheCon2015-Devaraj-Kavali.pdf,events.linuxfoundation.org,
Hadoop,AbstractFileSystem,8,https://www.alluxio.com/docs/community/1.3/en/Running-Hadoop-MapReduce-on-Alluxio.html,alluxio.com,
Hadoop,AbstractFileSystem,9,http://docs.qubole.com/en/latest/user-guide/cloud-filesystem/aws-filesystem.html,docs.qubole.com,
Hadoop,AbstractFileSystem,10,https://www.beegfs.io/wiki/HadoopConnector,beegfs.io,
Hadoop,AbstractLaunchableService,1,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AbstractLaunchableService,2,https://hadoop.apache.org/docs/stable/api/index.html,hadoop.apache.org,
Hadoop,AbstractLaunchableService,3,https://hadoop.apache.org/docs/stable/api/index.html?org/apache/hadoop/mapreduce/Mapper.html,hadoop.apache.org,
Hadoop,AbstractLaunchableService,4,http://hadoop.apache.org/docs/current/api/,hadoop.apache.org,
Hadoop,AbstractLivelinessMonitor,1,https://issues.apache.org/jira/browse/YARN-4227,issues.apache.org,
Hadoop,AbstractLivelinessMonitor,2,https://community.hortonworks.com/questions/144854/resource-manager-exited-after-starting.html,community.hortonworks.com,
Hadoop,AbstractLivelinessMonitor,3,https://issues.apache.org/jira/browse/MAPREDUCE-6736,issues.apache.org,
Hadoop,AbstractLivelinessMonitor,4,https://github.com/yahoo/storm-yarn/issues/56,github.com,
Hadoop,AbstractLivelinessMonitor,5,https://datameer.zendesk.com/hc/en-us/articles/206764713-Hadoop-Task-Failed-Timed-out-After-600-secs,datameer.zendesk.com,
Hadoop,AbstractLivelinessMonitor,6,http://toodey.com/2015/08/10/hadoop-installation-on-windows-without-cygwin-in-10-mints/,toodey.com,
Hadoop,AbstractLivelinessMonitor,7,https://stackoverflow.com/questions/32018196/map-tasks-keep-running-even-after-the-node-is-killed-on-apache-yarn,stackoverflow.com,
Hadoop,AbstractLivelinessMonitor,8,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AbstractLivelinessMonitor,9,https://stackoverflow.com/questions/32838650/yarn-java-process-not-killed,stackoverflow.com,
Hadoop,AbstractLivelinessMonitor,10,https://hadoop.apache.org/docs/r2.6.1/api/org/apache/hadoop/service/AbstractService.html,hadoop.apache.org,
Hadoop,AbstractMapWritable,1,https://hadoop.apache.org/docs/r2.6.2/api/org/apache/hadoop/io/MapWritable.html,hadoop.apache.org,
Hadoop,AbstractMapWritable,2,https://issues.apache.org/jira/browse/NUTCH-1084,issues.apache.org,
Hadoop,AbstractMapWritable,3,https://hadoop.apache.org/docs/r2.6.4/api/org/apache/hadoop/io/SortedMapWritable.html,hadoop.apache.org,
Hadoop,AbstractMapWritable,4,https://github.com/mongodb/mongo-hadoop/blob/master/core/src/main/java/com/mongodb/hadoop/io/BSONWritable.java,github.com,
Hadoop,AbstractMapWritable,5,https://stackoverflow.com/questions/33624168/deserialize-mapwritable-within-custom-java-class,stackoverflow.com,
Hadoop,AbstractMapWritable,6,http://lucene.472066.n3.nabble.com/readdb-to-dump-a-specific-url-td4323352.html,lucene.472066.n3.nabble.com,
Hadoop,AbstractMapWritable,7,https://issues.apache.org/jira/projects/HADOOP/versions/12329058,issues.apache.org,
Hadoop,AbstractMapWritable,8,http://www.java2s.com/Code/Jar/h/Downloadhadoopcommon0210jar.htm,java2s.com,
Hadoop,AbstractMapWritable,9,https://www.elastic.co/guide/en/elasticsearch/hadoop/current/mapreduce.html,elastic.co,
Hadoop,AbstractMapWritable,10,http://hadooptutorial.info/hadoop-data-types/,hadooptutorial.info,
Hadoop,AbstractMetric,1,https://hadoop.apache.org/docs/current/api/org/apache/hadoop/metrics2/package-summary.html,hadoop.apache.org,
Hadoop,AbstractMetric,2,https://issues.apache.org/jira/browse/AMBARI-18655,issues.apache.org,
Hadoop,AbstractMetric,3,https://hadoop.apache.org/docs/r2.7.1/api/index-all.html,hadoop.apache.org,
Hadoop,AbstractMetric,4,http://johnjianfang.blogspot.com/2014/09/hadoop-metrics-two-framework-part-i.html,johnjianfang.blogspot.com,
Hadoop,AbstractMetric,5,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AbstractMetric,6,https://wiki.apache.org/hadoop/HADOOP-6728-MetricsV2,wiki.apache.org,
Hadoop,AbstractMetric,7,http://www.java2s.com/Code/Jar/h/Downloadhadoopcommon0231jar.htm,java2s.com,
Hadoop,AbstractMetric,8,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,AbstractMetric,9,https://stackoverflow.com/questions/43834670/spark-class-line-71-no-such-file-or-directory,stackoverflow.com,
Hadoop,AbstractMetric,10,http://blog.sequenceiq.com/blog/2014/10/15/hadoop-metrics,blog.sequenceiq.com,
Hadoop,AbstractService,1,https://hadoop.apache.org/docs/r2.6.1/api/org/apache/hadoop/service/AbstractService.html,hadoop.apache.org,
Hadoop,AbstractService,2,https://community.hortonworks.com/content/supportkb/150154/errorjavalangclassnotfoundexception-class-orgapach.html,community.hortonworks.com,
Hadoop,AbstractService,3,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/yarn/event/AsyncDispatcher.html,hadoop.apache.org,
Hadoop,AbstractService,4,https://community.hortonworks.com/questions/113106/class-orgapachehadoopyarnclientrequesthedgingrmfai.html,community.hortonworks.com,
Hadoop,AbstractService,5,http://hadoop.apache.org/docs/r2.7.2/api/org/apache/hadoop/yarn/client/api/AMRMClient.html,hadoop.apache.org,
Hadoop,AbstractService,6,https://community.hortonworks.com/content/supportkb/150163/orgapachehadoopserviceservicestateexception-javala.html,community.hortonworks.com,
Hadoop,AbstractService,7,https://community.mapr.com/docs/DOC-1184,community.mapr.com,
Hadoop,AbstractService,8,https://community.hortonworks.com/questions/147380/io-error-lock-hadoopyarnlocalregisteredexecutorsld.html,community.hortonworks.com,
Hadoop,AbstractService,9,https://issues.apache.org/jira/browse/HADOOP-14891,issues.apache.org,
Hadoop,AbstractService,10,https://github.com/big-data-europe/docker-hadoop/issues/16,github.com,
Hadoop,AccessControlException,1,https://community.cloudera.com/t5/CDH-Manual-Installation/Permission-denied-user-mapred-access-WRITE-inode-quot-quot-hdfs/td-p/16318,community.cloudera.com,
Hadoop,AccessControlException,2,https://hadoop.apache.org/docs/r2.8.2/api/org/apache/hadoop/fs/permission/AccessControlException.html,hadoop.apache.org,
Hadoop,AccessControlException,3,http://hadoopinrealworld.com/fixing-org-apache-hadoop-security-accesscontrolexception-permission-denied/,hadoopinrealworld.com,
Hadoop,AccessControlException,4,https://stackoverflow.com/questions/11593374/permission-denied-at-hdfs,stackoverflow.com,
Hadoop,AccessControlException,5,https://github.com/sequenceiq/docker-spark/issues/30,github.com,
Hadoop,AccessControlException,6,https://community.hortonworks.com/questions/97703/hive-write-permission-denied.html,community.hortonworks.com,
Hadoop,AccessControlException,7,https://community.mapr.com/thread/21743-cannot-access-hive-tables-accesscontrolexception,community.mapr.com,
Hadoop,AccessControlException,8,https://community.hortonworks.com/content/supportkb/149949/error-failed-with-exception-orgapachehadoopsecurit.html,community.hortonworks.com,
Hadoop,AccessControlException,9,https://mapr.com/support/s/article/Hive-Shell-fails-to-start-by-AccessControlException,mapr.com,
Hadoop,AccessControlException,10,https://datameer.zendesk.com/hc/en-us/articles/206116530-Kerberos-Secured-Hadoop-Cluster-Configuration-Error-AccessControlException-Client-cannot-authenticate-via-TOKEN-KERBEROS-,datameer.zendesk.com,
Hadoop,AccessControlList,1,https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-common/ServiceLevelAuth.html,hadoop.apache.org,
Hadoop,AccessControlList,2,https://www.ibm.com/support/knowledgecenter/en/SSPT3X_4.2.5/com.ibm.swg.im.infosphere.biginsights.admin.doc/doc/ACL_Management_HDFS.html,ibm.com,
Hadoop,AccessControlList,3,https://hadoop.apache.org/docs/r1.2.1/service_level_auth.html,hadoop.apache.org,
Hadoop,AccessControlList,4,https://www.ibm.com/support/knowledgecenter/en/SSPT3X_4.2.5/com.ibm.swg.im.infosphere.biginsights.admin.doc/doc/Managing_ACLs_Authorization.html,ibm.com,
Hadoop,AccessControlList,5,https://hadoop.apache.org/docs/r2.6.0/hadoop-project-dist/hadoop-common/ServiceLevelAuth.html,hadoop.apache.org,
Hadoop,AccessControlList,6,https://www.ibm.com/support/knowledgecenter/en/SSPT3X_4.1.0/com.ibm.swg.im.infosphere.biginsights.admin.doc/doc/config_bigsheets_access_bigsql.html,ibm.com,
Hadoop,AccessControlList,7,https://github.com/alexholmes/hadoop-book/issues/7,github.com,
Hadoop,AccessControlList,8,https://www.cloudera.com/documentation/enterprise/5-5-x/topics/cdh_sg_hdfs_ext_acls.html,cloudera.com,
Hadoop,AccessControlList,9,https://hbase.apache.org/devapidocs/org/apache/hadoop/hbase/security/access/AccessControlLists.html,hbase.apache.org,
Hadoop,AccessControlList,10,https://issues.apache.org/jira/browse/YARN-4336,issues.apache.org,
Hadoop,AccessRequest,1,https://www.nfc.usda.gov/Publications/Forms/ad3042.pdf,nfc.usda.gov,
Hadoop,AccessRequest,2,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AccessRequest,3,https://github.com/apache/hadoop,github.com,
Hadoop,AccessRequest,4,https://community.hortonworks.com/articles/102957/hadoop-security-concepts.html,community.hortonworks.com,
Hadoop,AccessRequest,5,https://ranger.apache.org/faq.html,ranger.apache.org,
Hadoop,AccessRequest,6,https://hortonworks.com/services/,hortonworks.com,
Hadoop,AccessRequest,7,https://www.centrify.com/solutions/big-data-security/hadoop/,centrify.com,
Hadoop,AccessRequest,8,https://www.cloudera.com/products/altus/access-altus.html,cloudera.com,
Hadoop,AccessRequest,9,https://www.centrify.com/products/infrastructure-services/privileged-access-request/,centrify.com,
Hadoop,AccessRequest,10,http://blog.cloudera.com/blog/2012/03/authorization-and-authentication-in-hadoop/,blog.cloudera.com,
Hadoop,AccessTokenProvider,1,https://hadoop.apache.org/docs/current/hadoop-azure-datalake/index.html,hadoop.apache.org,
Hadoop,AccessTokenProvider,2,https://blogs.msdn.microsoft.com/arsen/2016/08/05/accessing-azure-data-lake-store-using-webhdfs-with-oauth2-from-spark-2-0-that-is-running-locally/,blogs.msdn.microsoft.com,
Hadoop,AccessTokenProvider,3,http://hadoop.apache.org/docs/r2.8.2/hadoop-project-dist/hadoop-common/release/2.8.2/RELEASENOTES.2.8.2.html,hadoop.apache.org,
Hadoop,AccessTokenProvider,4,https://medium.com/azure-data-lake/wiring-your-older-hadoop-clusters-to-access-azure-data-lake-store-9cb54847842e,medium.com,
Hadoop,AccessTokenProvider,5,https://docs.databricks.com/spark/latest/data-sources/azure/azure-datalake.html,docs.databricks.com,
Hadoop,AccessTokenProvider,6,https://stackoverflow.com/questions/41936868/how-to-connect-adls-account-with-azure-vm,stackoverflow.com,
Hadoop,AccessTokenProvider,7,https://medium.com/azure-data-lake/connecting-your-own-hadoop-or-spark-to-azure-data-lake-store-93d426d6a5f4,medium.com,
Hadoop,AccessTokenProvider,8,https://stackoverflow.com/questions/47563225/how-to-enable-oauth2-in-hadoop-webhdfs,stackoverflow.com,
Hadoop,AccessTokenProvider,9,https://azure.microsoft.com/en-gb/blog/cloudera-adls/,azure.microsoft.com,
Hadoop,AccessTokenProvider,10,https://docs.hortonworks.com/HDPDocuments/HDP2/HDP-2.6.3/bk_cloud-data-access/content/adls-auth-token-based.html,docs.hortonworks.com,
Hadoop,AccessTokenTimer,1,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AccessTokenTimer,2,https://issues.apache.org/jira/browse/HDFS-8155,issues.apache.org,
Hadoop,AccessTokenTimer,3,http://hadoop.apache.org/docs/r2.8.0/hadoop-project-dist/hadoop-hdfs-client/api/,hadoop.apache.org,
Hadoop,AccessTokenTimer,4,https://hadoop.apache.org/docs/r3.0.0-alpha2/api/index.html,hadoop.apache.org,
Hadoop,AclEntry,1,https://hadoop.apache.org/docs/r2.6.3/api/org/apache/hadoop/fs/permission/AclEntry.html,hadoop.apache.org,
Hadoop,AclEntry,2,https://hortonworks.com/blog/hdfs-acls-fine-grained-permissions-hdfs-files-hadoop/,hortonworks.com,
Hadoop,AclEntry,3,https://hadoop.apache.org/docs/r2.7.0/api/org/apache/hadoop/fs/permission/AclStatus.html,hadoop.apache.org,
Hadoop,AclEntry,4,https://issues.apache.org/jira/browse/HADOOP-10213,issues.apache.org,
Hadoop,AclEntry,5,https://hadoop.apache.org/docs/r2.6.2/api/src-html/org/apache/hadoop/fs/permission/AclEntry.html,hadoop.apache.org,
Hadoop,AclEntry,6,https://issues.apache.org/jira/browse/HADOOP-10277,issues.apache.org,
Hadoop,AclEntry,7,http://pivotalhd.docs.pivotal.io/docs/hdfs-administration.html,pivotalhd.docs.pivotal.io,
Hadoop,AclEntry,8,https://issues.apache.org/jira/browse/HIVE-15355,issues.apache.org,
Hadoop,AclEntry,9,https://stackoverflow.com/questions/30995019/what-is-mask-in-hdfs-folder-permission,stackoverflow.com,
Hadoop,AclEntry,10,https://cloud.google.com/dataproc/docs/concepts/connectors/cloud-storage,cloud.google.com,
Hadoop,AclEntryScope,1,https://hadoop.apache.org/docs/r2.6.3/api/org/apache/hadoop/fs/permission/AclEntry.html,hadoop.apache.org,
Hadoop,AclEntryScope,2,https://issues.apache.org/jira/browse/HDFS-4685,issues.apache.org,
Hadoop,AclEntryScope,3,https://hadoop.apache.org/docs/r2.6.2/api/src-html/org/apache/hadoop/fs/permission/AclEntry.html,hadoop.apache.org,
Hadoop,AclEntryScope,4,https://hortonworks.com/blog/hdfs-acls-fine-grained-permissions-hdfs-files-hadoop/,hortonworks.com,
Hadoop,AclEntryScope,5,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AclEntryScope,6,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,AclEntryScope,7,http://blog.csdn.net/sudaxhh/article/details/52334652,blog.csdn.net,
Hadoop,AclEntryScope,8,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,AclEntryScope,9,https://javalibs.com/artifact/org.apache.hadoop/hadoop-common,javalibs.com,
Hadoop,AclEntryType,1,https://hadoop.apache.org/docs/r2.6.3/api/org/apache/hadoop/fs/permission/AclEntry.html,hadoop.apache.org,
Hadoop,AclEntryType,2,https://issues.apache.org/jira/browse/HDFS-4685,issues.apache.org,
Hadoop,AclEntryType,3,https://hadoop.apache.org/docs/r2.6.2/api/src-html/org/apache/hadoop/fs/permission/AclEntry.html,hadoop.apache.org,
Hadoop,AclEntryType,4,https://stackoverflow.com/questions/26700910/hadoop-java-error-exception-in-thread-main-java-lang-noclassdeffounderror-w,stackoverflow.com,
Hadoop,AclEntryType,5,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AclEntryType,6,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,AclEntryType,7,http://blog.csdn.net/ghuiL/article/details/45372469,blog.csdn.net,
Hadoop,AclEntryType,8,https://archive.cloudera.com/cdh5/cdh/5/hadoop/hadoop-project-dist/hadoop-hdfs/WebHDFS.html,archive.cloudera.com,
Hadoop,AclEntryType,9,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,AclEntryType,10,http://blog.chinaunix.net/uid-22312037-id-4095491.html,blog.chinaunix.net,
Hadoop,AclStatus,1,https://hadoop.apache.org/docs/r2.7.0/api/org/apache/hadoop/fs/permission/AclStatus.html,hadoop.apache.org,
Hadoop,AclStatus,2,http://grepcode.com/file/repo1.maven.org/maven2/org.apache.hadoop/hadoop-common/2.7.1/org/apache/hadoop/fs/FileSystem.java,grepcode.com,
Hadoop,AclStatus,3,https://hadoop.apache.org/docs/r2.6.2/api/org/apache/hadoop/fs/permission/AclStatus.html,hadoop.apache.org,
Hadoop,AclStatus,4,https://issues.apache.org/jira/browse/HDFS-4685,issues.apache.org,
Hadoop,AclStatus,5,https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-hdfs/WebHDFS.html,hadoop.apache.org,
Hadoop,AclStatus,6,https://issues.apache.org/jira/browse/HIVE-15355,issues.apache.org,
Hadoop,AclStatus,7,https://hadoop.apache.org/docs/r2.4.1/hadoop-project-dist/hadoop-hdfs/WebHDFS.html,hadoop.apache.org,
Hadoop,AclStatus,8,https://hive.apache.org/javadocs/r1.2.2/api/org/apache/hadoop/hive/shims/package-summary.html,hive.apache.org,
Hadoop,AclStatus,9,https://hortonworks.com/blog/hdfs-acls-fine-grained-permissions-hdfs-files-hadoop/,hortonworks.com,
Hadoop,AclStatus,10,https://archive.cloudera.com/cdh5/cdh/5/hadoop/hadoop-project-dist/hadoop-hdfs/WebHDFS.html,archive.cloudera.com,
Hadoop,AddingCompositeService,1,https://hadoop.apache.org/docs/current/api/org/apache/hadoop/service/CompositeService.html,hadoop.apache.org,
Hadoop,AddingCompositeService,2,https://issues.apache.org/jira/browse/yarn-913,issues.apache.org,
Hadoop,AddingCompositeService,3,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,AddingCompositeService,4,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,AddingCompositeService,5,https://hadoop.apache.org/docs/r2.7.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,AddingCompositeService,6,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,AddingCompositeService,7,https://hadoop.apache.org/docs/r2.6.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,AddressTypes,1,https://hadoop.apache.org/docs/r2.7.2/api/org/apache/hadoop/registry/client/types/Endpoint.html,hadoop.apache.org,
Hadoop,AddressTypes,2,https://docs.microsoft.com/en-us/azure/virtual-network/virtual-network-ip-addresses-overview-arm,docs.microsoft.com,
Hadoop,AddressTypes,3,https://hadoop.apache.org/docs/r2.8.2/hadoop-yarn/hadoop-yarn-site/registry/yarn-registry.html,hadoop.apache.org,
Hadoop,AddressTypes,4,https://issues.apache.org/jira/browse/HDFS-9427,issues.apache.org,
Hadoop,AddressTypes,5,https://hadoop.apache.org/docs/r2.7.1/api/index-all.html,hadoop.apache.org,
Hadoop,AddressTypes,6,https://dzone.com/articles/hibernate-query-example-qbe,dzone.com,
Hadoop,AddressTypes,7,http://datascience-enthusiast.com/SQL/T_SQL_SET_OPERATORS.html,datascience-enthusiast.com,
Hadoop,AddressTypes,8,https://slider.incubator.apache.org/docs/api/slider_REST_v1.html,slider.incubator.apache.org,
Hadoop,AddressTypes,9,http://www.c-sharpcorner.com/uploadfile/suthish_nair/wcf-address-types-and-formats/,c-sharpcorner.com,
Hadoop,AddressTypes,10,http://support.sas.com/software/products/qkb/index.html,support.sas.com,
Hadoop,Adl,1,https://hadoop.apache.org/docs/current/hadoop-azure-datalake/index.html,hadoop.apache.org,
Hadoop,Adl,2,https://issues.apache.org/jira/browse/HADOOP-12666,issues.apache.org,
Hadoop,Adl,3,https://hadoop.apache.org/docs/r3.0.0-alpha2/hadoop-azure-datalake/index.html,hadoop.apache.org,
Hadoop,Adl,4,https://medium.com/azure-data-lake/connecting-your-own-hadoop-or-spark-to-azure-data-lake-store-93d426d6a5f4,medium.com,
Hadoop,Adl,5,https://hadoop.apache.org/docs/r2.8.2/api/org/apache/hadoop/fs/adl/Adl.html,hadoop.apache.org,
Hadoop,Adl,6,https://docs.microsoft.com/en-us/azure/hdinsight/hdinsight-hadoop-use-data-lake-store,docs.microsoft.com,
Hadoop,Adl,7,https://medium.com/azure-data-lake/making-azure-data-lake-store-the-default-file-system-for-hadoop-2c920e55f7f9,medium.com,
